Code,Title,Credits,Description,Prerequisites,Exclusions,Discipline,Level,Type,Category,Comments
MATH 272,Mathematical Reasoning,0.5,"This course provides students with experience in writing mathematical arguments. It covers first-order logic, set theory, relations, and functions. The ideas and proof techniques are considered in the context of various mathematical structures such as partial orders, graphs, number systems, and finite groups.",PREREQUISITE: None,NA,MATH,2,R,MT,NA
MCS 203,R Technology Lab,0.5,"An introduction to the software package R. Topics include the basic functions and commands, programming and problem-solving using R.","PREREQUISITE: CS 191, Stat 222",NA,STAT,2,R,"SM, CS",NA
STAT 321,Probability and Mathematical Statistics I,0.5,"This course is an introduction to the theoretical basis of statistics for students who have completed Introductory Statistics. The study concentrates on the mathematical tools required to develop statistical methodology. Topics covered include: probability, continuous and discrete random variables, moment generating functions, multivariate probability distributions and functions of random variables.","PREREQUISITE: Math 291, and Stat 222 or permission of the instructor.",NA,STAT,3,R,PT,NA
STAT 322,Probability and Mathematical Statistics II,0.5,"This course builds on the mathematical foundation developed in Statistics 321 and introduces the student to the theory of statistical inference. Topics covered include: sampling distributions and central limit theory, methods of estimation, hypothesis testing, least squares estimation of linear models, and an introduction to Bayesian inference.",PREREQUISITE: Stat 321,NA,STAT,3,R,ST,NA
STAT 324,Applied Regression Analysis,0.5,"This course builds upon the basis of inference studied in Statistics 221 and provides students with an advanced knowledge of regression techniques. Topics covered are simple and multiple linear regression techniques, matrix notation, the design matrix, model building techniques, residual analysis, and non-linear regression.",PREREQUISITE: Stat 221 and Math 261,NA,STAT,3,R,SM,NA
STAT 455,Data Analysis and Inference,0.5,"This course is an introduction to data analysis with a focus on regression. Topics include: initial examination of data, correlation, and simple and multiple regression models using least squares. Inference for regression parameters, confidence and prediction intervals, diagnostics and remedial measures interactions and dummy variables, variable selection, least squares estimation and inference for non-linear regression will also be discussed.",PREREQUISITE: Stat 324,NA,STAT,4,R,SM,NA
STAT 424,Experimental Design,0.5,"This course builds upon the basis of inference studied in Statistics 221 and Statistics 324 to include statistical techniques commonly used in experimental studies. Students will study topics such as analysis of variance models, hypothesis testing in ANOVA models, randomization, and blocking techniques.",PREREQUISITE: Stat 324,NA,STAT,4,R,SM,NA
STAT 433,Time Series I,0.5,"This course is an introduction to Time Series methods, including: stationary models, trends and seasonality, stochastic Time Series models, autoregressive and moving average processes and an introduction to Time Series forecasting. ARIMA models. Seasonal Time Series and Spectral Analysis are also covered.",PREREQUISITE: Stat 324,NA,STAT,4,R,SM,NA
STAT 411,Statistical Simulation,0.5,"This course introduces statistical simulation, and its use as a tool to investigate stochastic phenomena and statistical methods.  Topics include the building and validation of stochastic simulation models useful in computing, operations research, engineering and science; related design and estimation problems; variance reduction; and the implementation and the analysis of the results.",PREREQUISITE: Stat 322,NA,STAT,4,R,"ST, PT",NA
STAT 441,Stochastic Processes,0.5,"This course is an introduction to the branch of probability theory that deals with the analysis of systems that evolve over time. Topics include random walks, Markov chains, Poisson processes, continuous time Markov chains, birth and death processes, exponential models, and applications of Markov chains.",PREREQUISITE:  Stat 322,NA,STAT,4,R,PT,NA
MCS 490,Honours Project,1,"This course is intended to give research experience to students planning to pursue graduate studies in an area of Mathematical and Computational Sciences, or planning a career where research experience would be an asset. It provides students with the opportunity to do an independent research project on Mathematical or Computational Sciences topic, under the supervision of a faculty member. Some or all of the work may be done during the summer months.",PREREQUISITE: Acceptance to an Honours program in the School of Mathematical and Computational Sciences (see Calendar listing for entrance requirements),NA,STAT,4,R,SP,NA
NA,NA,1,NA,NA,NA,"MATH, COMP","3, 4",E,"MT, CS",Two electives in the Mathematical and Computational Science (at the 300 level or higher)
MCS 421,Professional Communication and Practice,0.5,"This course aims to build students’ oral and written communications skills, and to prepare them for a professional environment. Using examples from their discipline, students will focus on such aspects as description of processes, presentation of data, extended abstracts, correct use of terminology, and sensitivity to language and tone. Discussions of topics relevant to the professional Mathematical and Computational Scientist are also a key part of the course.",PREREQUISITE: At least 36 semester hours of credit completed in the School of Mathematical and Computational Sciences,NA,"MATH, OTHR",4,R,SP,NA
MCS 305,Tutoring in Mathematical and Computational Sciences.,0.5,"Students are introduced to techniques for facilitating learning in the Mathematical and Computational Sciences, and then put these techniques into practice by mediating student group learning either in introductory Mathematical and Computational Sciences courses, Mathematical and Computational Science Help Centre or in outreach programs to High Schools.",PREREQUISITE: At least 36 semester hours of credit completed in courses in the School of Mathematical and Computational Sciences,NA,"MATH, OTHR",3,R,"OT, SP",NA
