Code,Title,Credits,Description,Prerequisites,Exclusions,Discipline,Level,Type,Category,Comments
SC/MATH 3330,Regression Analysis,0.5,"Simple regression analysis, multiple regression analysis, matrix form of the multiple regression model, estimation, tests (t- and F-tests), multicollinearity and other problems encountered in regression, diagnostics, model building and variable selection, remedies for violations of regression assumptions","One of SC/MATH 1131 3.00, SC/MATH 2570 3.00, HH/PSYC 2020 6.00, or equivalent; some acquaintance with matrix algebra (such as is provided in SC/MATH 1021 3.00, SC/MATH 1025 3.00, SC/MATH 1505 6.00, SC/MATH 1550 6.00, or SC/MATH 2221 3.00).","SC/MATH 3033 3.00, AP/ECON 4210 3.00, HH/PSYC 3030 6.00",STAT,3,R,SM,
SC/MATH 3430,Sample Survey Design,0.5,"Principal steps in planning and conducting a sample survey. Sampling techniques including simple random sampling, stratified random sampling, cluster sampling and sampling with probabilities proportional to size. Estimation techniques including difference, ratio and regression estimation.",SC/MATH 2131 3.00 or SC/MATH 3330 3.00,None,STAT,3,R,SM,
SC/MATH 4330,Applied Categorical Data Analysis,0.5,"Categorical response data, two-way and three-way contingency tables, odds ratios, tests of independence, partial association. Generalized linear models. Logistic regression. Poisson regression. Count regression for Rate Data. Multicategory Logit Models.",SC/MATH 3131 3.00; SC/MATH 3330 3.00.,SC/MATH 3034 3.00.,STAT,4,R,SM,
SC/MATH 4730,Experimental Design,0.5,"An examination of the statistical issues involved in ensuring that an experiment yields relevant information. Topics include randomized block, factorial, fractional factorial, nested, Latin square and related designs. Further topics as time permits. The emphasis is on applications.","SC/MATH 3033 3.00, or SC/MATH 3330 3.00, or permission of the course coordinator.",None,STAT,4,R,SM,
SC/MATH 4939,Statistical Data Analysis using SAS and R,0.5,"This course helps students to connect the statistical theory they have studied in their undergraduate program with reality through case-studies and data analysis representing in-depth investigations into the day-to-day practice of statistics. The course provides a hands-on approach with regular data-analysis laboratories and oral/written presentation of results by students. The course examines the role of hypothesis testing, estimation, power, regression, categorical data in practice using both SAS and R.","SC/MATH 3131 3.00, SC/MATH 3132 3.00, SC/MATH 3330 3.00, SC/MATH 3430 3.00, SC/MATH 4330 3.00, SC/MATH 4730 3.00.",None,STAT,4,R,SP,
,,0.5,,,,STAT,4,E,"ST, SM, SP",One additional course from 4000-level mathematics courses with third digit 3
,,1.5,,,,"MATH, STAT",1,E,"MT, PT, SM, SP, ST","Three additional courses from major (second digit not 5) mathematics courses, for a total of at least 67 credits from mathematics courses"
,,2.5,,,,OTHR,,FE,OT,"Five additional science courses , of which at least one course must be at the 2000 level or above"
,,,,,,OTHR,,FE,OT,"Additional electives as required, for an overall total of 120 credits (40 0.5 credit courses; some courses may be 1.0 credit)"
,,1.0,,,,OTHR,1,FE,OT,"Two courses from: SC/BIOL 1000, SC/BIOL 1001, SC/CHEM 1000, SC/CHEM 1001, SC/PHYS 1410 or SC/PHYS 1010"
,,2.0,,,,OTHR,,FE,OT,Four non-science courses
