Code,Title,Credits,Description,Prerequisites,Exclusions,Discipline,Level,Type,Category,Comments
62-318,Complex Variables,0.5,"This course will cover complex numbers, analytic functions, exponential and logarithm functions, contour integration, Cauchy’s integral formula, series, Taylor and Laurent expansions, residue theory, applications to real integrals.",Prerequisite:62-215; Corequisite: 62-216,None,MATH,3,R,MT,
62-321,Abstract Algebra,0.5,"This course will cover an introduction to groups, rings and fields.",62-220 or 62-322,None,MATH,3,R,MT,
65-250,Introduction to Probability,0.5,"This course will cover descriptive measures, combinatorics, probability, random variables, special discrete and continuous distributions, sampling distribution, and point and interval estimation.",62-141,None,STAT,2,R,PT,
65-251,Introduction to Statistics,0.5,"This course will cover distributions, point and interval estimation, hypothesis testing, contingency tables, analysis of variance, bivariate distributions, regression, correlation and non-parametric methods.",65-250,None,STAT,2,R,"ST, SM",
65-350,Probability,0.5,"The course will cover the axioms of the theory of probability, discrete and continuous distributions including binomial, Poisson, exponential, normal chi-square, gamma, t, and F distributions, multivariate distributions, conditional distributions, independence, expectation, moment generating functions, characteristic functions, transformation of random variables, order statistics, law of large numbers and central limit theorem.",65-251,None,STAT,3,R,PT,
65-351,Statistics,0.5,"This course will cover point and interval estimations, properties of estimators, methods of estimation, least squares estimation and linear models, Bayesian estimation, Rao-Blackwell theorem, tests of hypotheses, Neyman-Pearson Lemma and analysis of variance.",65-350,None,STAT,3,R,"ST, SM",
,,1.0,,,,STAT,"3,4",E,"ST, SM, SP",Two additional Statistics courses (65-) at the 300-level or above
,,4.0,,,,"MATH, STAT","3,4",E,"MT, ST, SM, SP",Eight additional courses (62- or 65-) at the 300 level or above
60-140,Introduction to Algorithms and Programming I,0.5,"This course is the first of a two-course sequence designed to introduce students to algorithm design and programming in a high-level language such as C. The main objectives of the course are to develop the ability to identify, understand and design solutions to a wide variety of problems. Topics include: computer system overview, hardware and software, problem solving steps, concepts of variables, constants, data types, algorithmic structure, sequential logic, decisions, loops, modular programming, one-dimensional arrays, text files. If possible, problems like searching/sorting will be addressed.",None,None,COMP,1,R,CS,
60-141,Introduction to Algorithms and Programming II,0.5,"This course is the continuation of 60-140 that introduces students to more advanced algorithm design and programming in a high level language such as C. The main objectives of the course are to develop the ability to identify, understand, and design solutions to a wide variety of problems. Topics covered include: multi-dimensional arrays, pointers, strings, advanced modular programming, records, binary files, recursion, stacks, linked lists and introduction to algorithm analysis.",60-100 (or 62-140) and 60-140,None,COMP,1,R,CS,
,,2.0,,,,OTHR,,FE,OT,"Four courses from Faculty of Arts, Humanities, and Social Sciences"
,,4.0,,,,OTHR,,FE,OT,Eight courses from any area of study
