Code,Title,Credits,Description,Prerequisites,Exclusions,Discipline,Level,Type,Category,Comments
CSCC37,Introduction to Numerical Algorithms for Computational Mathematics,0.5,"An introduction to computational methods for solving problems in linear algebra, non-linear equations, approximation and integration. Floating-point arithmetic; numerical algorithms; application of numerical software packages.",[MATA36H3 or MATA37H3] & MATA23H3 & [CGPA 3.0 or enrolment in a CSC Subject POSt],"(CSCC36H3), (CSCC50H3), (CSCC51H3), CSC336H, CSC350H, CSC351H, CSC338H","MATH, COMP",3,R,"MT, CS",
STAC62,Stochastic Processes,0.5,"This course continues the development of probability theory begun in STAB52H3. Topics covered include finite dimensional distributions and the existence theorem, discrete time Markov chains, discrete time martingales, the multivariate normal distribution, Gaussian processes and Brownian motion",MATB41H3 and STAB52H3,None,STAT,3,R,"PT, ST",
STAC67,Regression Analysis,0.5,"Orthogonal projections. Univariate normal distribution theory. The linear model and its statistical analysis, residual analysis, influence analysis, collinearity analysis, model selection procedures. Analysis of designs. Random effects. Models for categorical data. Nonlinear models. Instruction in the use of SAS.",STAB57H3,STA302H,STAT,3,R,"ST, SM",
STAD37,Multivariate Analysis,0.5,"Linear algebra for statistics. Multivariate distributions, the multivariate normal and some associated distribution theory. Multivariate regression analysis. Canonical correlation analysis. Principal components analysis. Factor analysis. Cluster and discriminant analysis. Multidimensional scaling. Instruction in the use of SAS.",STAC67H3,"STA437H, (STAC42H3)",STAT,4,R,"ST, SM",
,,,,,,,,,,
QUANTITATIVE FINANCE STREAM,,,,,,,,,,
MGEA02,Introduction to Microeconomics: A Mathematical Approach,0.5,"Economic theory of the firm and the consumer. Calculus, algebra and graphs are used extensively. The course is oriented towards students interested in the Specialist Program in Management, the Specialist program in Economics for Management Studies, and the Major Program in Economics for Management Studies.",None,"MGEA01H3/(ECMA01H3), (ECMA04H3), ECO100Y, ECO105Y","MATH, OTHR",1,R,"MT, OT",
ACTB40,Fundamentals of Investment and Credit,0.5,"This course is concerned with the concept of financial interest. Topics covered include: interest, discount and present values, as applied to determine prices and values of annuities, mortgages, bonds, equities, loan repayment schedules and consumer finance payments in general, yield rates on investments given the costs on investments.",MATA30H3 or MATA31H3 or MATA32H3,"ACT240H, MGFB10H3/(MGTB09H3), (MGTC03H3)","MATH, OTHR",2,R,"MT, OT",
MATB42,Fundamentals of Calculus of Several Variables II,0.5,"Fourier series. Vector fields in Rn, Divergence and curl, curves, parametric representation of curves, path and line integrals, surfaces, parametric representations of surfaces, surface integrals. Green's, Gauss', and Stokes' theorems will also be covered. An introduction to differential forms, total derivative.",MATB41H3,"MAT235Y, MAT237Y, MAT257Y, MAT368H",MATH,2,R,MT,
MATB44,Differential Equations I,0.5,"Ordinary differential equations of the first and second order, existence and uniqueness; solutions by series and integrals; linear systems of first order; non-linear equations; difference equations.",[MATA36H3 or MATA37H3] and [MATA22H3 or MATA23H3],MATB41H3,MATH,2,R,MT,
STAB41,Financial Derivatives,0.5,"A study of the most important types of financial derivatives, including forwards, futures, swaps and options (European, American, exotic, etc). The course illustrates their properties and applications through examples, and introduces the theory of derivatives pricing with the use of the no-arbitrage principle and binomial tree models.",ACTB40H3,MGFC30H3/(MGTC71H3),"STAT, OTHR",2,R,"ST, SP, OT",
MATC46,Differential Equations II,0.5,"Sturm-Liouville problems, Green's functions, special functions (Bessel, Legendre), partial differential equations of second order, separation of variables, integral equations, Fourier transform, stationary phase method.",MATB44H3; Corequisite: MATB42H3,APM346H,MATH,3,R,MT,
STAC70,Statistics and Finance I,0.5,"A mathematical treatment of option pricing. Building on Brownian motion, the course introduces stochastic integrals and Itô calculus, which are used to develop the Black-Scholes framework for option pricing. The theory is extended to pricing general derivatives and is illustrated through applications to risk management.",[STAB41H3 or MGFC30H3/(MGTC71H3)] and STAC62H3; Corequisite: MATC46H3,"APM466H, ACT460H","MATH, STAT, OTHR",3,R,"MT, ST, SP, OT",
STAD57,Time Series Analysis,0.5,"An overview of methods and problems in the analysis of time series data. Topics covered include descriptive methods, filtering and smoothing time series, identification and estimation of times series models, forecasting, seasonal adjustment, spectral estimation and GARCH models for volatility.",STAC62H3 and STAC67H3,"STA457H, (STAC57H3)",STAT,4,R,"SM, SP",
STAD70,Statistics and Finance II,0.5,"A survey of statistical techniques used in finance. Topics include mean-variance and multi-factor analysis, simulation methods for option pricing, Value-at-Risk and related risk-management methods, and statistical arbitrage. A computer package will be used to illustrate the techniques using real financial data.",STAC70H3 and STAD37H3,STAD57H3,"STAT, OTHR",4,R,"ST, SP, OT",
,,1.0,,,,,"3,4",E,"MT, CS, ST, SM, SP, OT","Two of: APM462, CSCC11, MATC37, STAC51, STAC58, STAC63, STAD68, STAD94"
,,,,,,,,,,
STATISTICAL MACHINE LEARNING AND DATA MINING STREAM,,,,,,,,,,
CSCA67 or MATA67,Discrete Mathematics,0.5,"Introduction to discrete mathematics: Elementary combinatorics; discrete probability including conditional probability and independence; graph theory including trees, planar graphs, searches and traversals, colouring. The course emphasizes topics of relevance to computer science, and exercises problem-solving skills and proof techniques such as well ordering, induction, contradiction, and counterexample.",Grade 12 Calculus and Vectors and one other Grade 12 mathematics course,"MATA67H3, (CSCA65H3), CSC165H, CSC240H, MAT102H",MATH,1,R,MT,
,,1.0,,,,COMP,2,E,CS,"Two of: CSCB07, CSCB20, CSCB36, CSCB63"
CSCC11,Introduction to Machine Learning and Data Mining,0.5,"An introduction to methods for automated learning of relationships on the basis of empirical data. Classification and regression using nearest neighbour methods, decision trees, linear and non-linear models, class-conditional models, neural networks, and Bayesian methods. Clustering algorithms and dimensionality reduction. Model selection. Problems of over-fitting and assessing accuracy. Problems with handling large databases.","MATB24H3 and MATB41H3 and STAB52H3 and [CGPA 3.0 or enrolment in a CSC, STA or Quantitative Analysis Subject POSt].","CSC411H, (CSCD11H3)",COMP,3,R,CS,
STAC58,Statistical Inference,0.5,"Principles of statistical reasoning and theories of statistical analysis. Topics include: statistical models, likelihood theory, repeated sampling theories of inference, prior elicitation, Bayesian theories of inference, decision theory, asymptotic theory, model checking, and checking for prior-data conflict. Advantages and disadvantages of the different theories.",STAB57H3 and STAC62H3,"STA352Y, STA422H",STAT,3,R,"ST, SM",
STAD68,Advanced Machine Learning and Data Minign,0.5,"Statistical aspects of supervised learning: regression, regularization methods, parametric and nonparametric classification methods, including Gaussian processes for regression and support vector machines for classification, model averaging, model selection, and mixture models for unsupervised learning. Some advanced methods will include Bayesian networks and graphical models.",CSCC11H3 and STAC58H3 and STAC67H3,None,STAT,4,R,SM,
,,2.5,,,,"COMP, MATH, STAT","3,4",E,"MT, CS, ST, SM, SP","Five of: any C or D-level CSC, MAT, or STA courses (excluding STAD29), three of which must be STA courses"
