Code,Title,Credits,Description,Prerequisites,Exclusions,Discipline,Level,Type,Category,Comments
ENGL 378/MTHEL 300,Professional Communications in Statistics and Actuarial Science,0.5,"This course introduces students to oral and written communication in the fields of Statistics and Actuarial Science. With emphasis on the public presentation of technical knowledge, the ability to give and receive constructive feedback, and communication in a collaborative environment, this course helps students develop proficiencies in critical workplace skills. This course is writing intensive and includes extensive collaborative assignments.","At least 70% in one of EMLS 101R, 102R, EMLS/ENGL 129R, ENGL 109, SPCOM 100, 223; (STAT 331, 371 or ACTSC 331); Actuarial Science or Statistics major students only; Not open to General Math students",None,OTHR,3,R,"SP, OT",
STAT 330,Mathematical Statistics,0.5,"This course provides a mathematically rigorous treatment for topics covered in STAT 230 and 231, and to make essential extensions to the multivariate case. Maximum likelihood estimation. Random variables and distribution theory. Generating functions. Functions of random variables. Limiting distributions. Large sample theory of likelihood methods. Likelihood ratio tests. Joint probability (density) functions, marginal probability (density) functions, and conditional probability (density) functions of two or more random variables are discussed. Topics covered include independence of random variables, conditional expectation and the determination of the distribution of functions of random variables using the cumulative distribution method, change of variable and moment generating functions. Properties of the Multinomial and Bivariate Normal distributions are proved. Limiting distributions, including convergence in probability and convergence in distribution, are discussed. Important results, including the Weak Law of Large Numbers, Central Limit Theorem, Slutsky's theorem, and the Delta Method, are introduced with applications. The maximum likelihood method is discussed for the multi-parameter case. Asymptotic properties of the maximum likelihood estimator are examined and used to construct confidence intervals or regions. Tests for simple and composite hypotheses are constructed using the Likelihood Ratio Test.","MATH 237 or 247, (STAT 230 with a grade of at least 60% or STAT 240), STAT 231 or 241; Not open to General Mathematics students.",STAT 334,STAT,3,R,"PT, ST",
STAT 331,Applied Linear Models,0.5,Modeling the relationship between a response variable and several explanatory variables (an output-input system) via regression models. Least squares algorithm for estimation of parameters. Hypothesis testing and prediction. Model diagnostics and improvement. Algorithms for variable selection. Nonlinear regression and other methods.,"MATH 235 or 245, (STAT 231 with a grade of at least 60%) or STAT 241 or (SYDE 212 with a grade of at least 70%).","ECON 321, STAT 321, 371, 373, SYDE 334",STAT,3,R,"SM, SP",
STAT 332,Sampling and Experimental Design,0.5,"Designing sample surveys. Probability sampling designs. Estimation with elementary designs. Observational and experimental studies. Blocking, randomization, factorial designs. Analysis of variance. Designing for comparison of groups.",(STAT 231 with a grade of at least 60%) or STAT 241 or (SYDE 212 with a grade of at least 70%); Not open to General Mathematics students.,"BIOL 361, STAT 322, 372",STAT,3,R,SM,
STAT 333,Applied Probability,0.5,"Review of basic probability. Generating functions. Theory of recurrent events. Markov chains, Markov processes, and their applications.",STAT 230 with a grade of at least 60% or STAT 240; Level at least 3A; Not open to General Mathematics students.,STAT 334,STAT,3,R,PT,
,,0.5,,,,MATH,2,E,MT,"One of: MATH 239, 249; AMATH 231, 242/CS 371, AMATH 250"
,,1.0,,,,STAT,4,E,"ST, SM, SP",Two 400-level STAT courses
,,0.5,,,,STAT,"3,4",E,"ST, SM, SP",One additional 300- or 400-level STAT courses
,,0.5,,,,"COMP, STAT",4,E,"CS, ST, SM, SP","One of: one additional 400-level STAT course; CS 457, 485, 486"
,,2.0,,,,MATH,"3,4",E,MT,Four additional 300- or 400-level MATH courses
,,1.5,,,,MATH,"2,3,4",E,MT,At least three additional MATH courses for a minimum of 26 MATH courses
