Code,Title,Credits,Description,Prerequisites,Exclusions,Discipline,Level,Type,Category,Comments
STAT 285,Intermediate Probability and Statistics,0.5,"This course is a continuation of STAT 270. Review of probability models, procedures for statistical inference from survey results and experimental data. Statistical model building. Elementary design of experiments and regression methods. Introduction to categorical data analysis.",Prerequisite: STAT 270. Prerequisite or corequisite MATH 232 or MATH 240.,None,STAT,2.0,R,"ST, SM",NA
MATH 320,Introduction to Analysis II,0.5,"Sequences and series of functions, topology of sets in Euclidean space, introduction to metric spaces, functions of several variables.",MATH 242 and 251,None,MATH,3.0,R,MT,NA
MATH 322,Complex Variables,0.5,"Functions of a complex variable, differentiability, contour integrals, Cauchy's theorem, Taylor and Laurent expansions, method of residues.",MATH 251,MATH 424,MATH,3.0,R,MT,NA
STAT 330,Introduction to Mathematical Statistics,0.5,"Review of probability and distributions. Multivariate distributions. Distributions of functions of random variables. Limiting distributions. Inference. Sufficient statistics for the exponential family. Maximum likelihood. Bayes estimation, Fisher information, limited distributions of MLEs. Likelihood ratio tests.",STAT 285 and MATH 251,None,STAT,3.0,R,"PT, ST",NA
STAT 341,Introduction to Statistical Computing and Exploratoty Data Analysis - R,0.5,"Introduces the R statistical package. Data management; reading, editing and storing statistical data; data exploration and representation; summarizing data with tables, graphs and other statistical tools; and data simulation.",STAT 285 or STAT 302 or STAT 305 or equivalent.,STAT 340,STAT,3.0,R,"CS, SP",NA
STAT 342,Introduction to Statistical Computing and Exploratoty Data Analysis - SAS,0.5,"Introduces the SAS statistical package. Data management; reading, editing and storing statistical data; data exploration and representation; summarizing data with tables, graphs and other statistical tools; and data simulation.",STAT 285 or STAT 302 or STAT 305.,STAT 340,STAT,3.0,R,"CS, SP",NA
STAT 350,Linear Models in Applied Statistics,0.5,Theory and application of linear regression. Normal distribution theory. Hypothesis tests and confidence intervals. Model selection. Model diagnostics. Introduction to weighted least squares and generalized linear models.,STAT 285 and MATH 251,None,STAT,3.0,R,SM,NA
STAT 380,Introduction to Stochastic Processes,0.5,Review of discrete and continuous probability models and relationships between them. Exploration of conditioning and conditional expectation. Markov chains. Random walks. Continuous time processes. Poisson process. Markov processes. Gaussian processes.,"STAT 330, or all of: STAT 285, MATH 208, and MATH 251",None,STAT,3.0,R,PT,NA
STAT 410,Statistical Analysis of Sample Surveys,0.5,An introduction to the major sample survey designs and their mathematical justification. Associated statistical analyses.,STAT 350,None,STAT,4.0,R,SM,NA
STAT 430,Statistical Design and Analysis of Experiments,0.5,"An extension of the designs discussed in STAT 350 to include more than one blocking variable, incomplete block designs, fractional factorial designs, and response surface methods.",STAT 350 (or MATH 372),None,STAT,4.0,R,"SM, ST",NA
STAT 450,Statistical Theory,0.5,"Distribution theory, methods for constructing tests, estimators, and confidence intervals with special attention to likelihood methods. Properties of the procedures including large sample theory.","STAT 330, or all of: STAT 285, MATH 208, and MATH 251",None,STAT,4.0,R,ST,NA
STAT 460,Bayesian Statistics,0.5,"The Bayesian approach to statistics is an alternative and increasingly popular way of quantifying uncertainty in the presence of data. This course considers comparative statistical inference, prior distributions, Bayesian computation, and applications.",STAT 330 and 350,None,STAT,4.0,R,"ST, SM",NA
STAT 475,Applied Discrete Data Analysis,0.5,"Introduction to standard methodology for analyzing categorical data including chi-squared tests for two- and multi-way contingency tables, logistic regression, and loglinear (Poisson) regression.",STAT 302 or STAT 305 or STAT 350 or equivalent.,STAT 402 or 602,STAT,4.0,R,SM,NA
NA,NA,1.5,NA,NA,NA,STAT,34.0,E,"MT, ST, SM, SP","An additional three courses in upper division ACMA, MACM, MATH, or STAT courses (excluding STAT 301, 302, 305, 403)and 9 additional units in upper division ACMA, MACM, MATH or STAT courses (excluding STAT 301, 302, 305, 403). Consult an advisor before selecting these courses. The following are recommended.

MACM 316 - Numerical Analysis I (3)
STAT 300W - Statistics Communication (3)
STAT 440 - Learning from Big Data (3)
STAT 445 - Applied Multivariate Analysis (3)
STAT 485 - Applied Time Series Analysis (3)
STAT 490 - Selected Topics in Probability and Statistics (3)
STAT 495 - Directed Studies in Probability and Statistics (3)"
