Code,Title,Credits,Description,Prerequisites,Exclusions,Discipline,Level,Type,Category,Comments
MAT 2371,Introduction to Probability,0.5,"Probability axioms and their consequences. Conditional probability and independence. Random variables, distributions and densities, moments, sampling distributions. Weak law of large numbers, sums of independent random variables, moment generating functions, convergence concepts, the central limit theorem.",Prerequisite: MAT 1322 or MAT 1325 or MAT 1332.,"The courses MAT 2371, MAT 2377, ADM 2303, ECO 3150, HSS 2381, PSY 2106 cannot be combined for credits.",STAT,2.0,R,PT,NA
MAT 2375,Introduction to Statistics,0.5,"Theory of statistical inference; point and interval estimation, tests of hypotheses. Inferences about normal models. Introduction to nonparametric methods.",Prerequisite: MAT 2371.,"The courses MAT 2375, MAT 2377, MAT 2378, MAT 2379, ADM 2303, ECO 3150, HSS 2381, PSY 2106 cannot be combined for credits.",STAT,2.0,R,ST,NA
MAT 3172,Foundations of Probability,0.5,"An overview of probability from a non-measure theoretic point of view. Random vectors; independence, conditional expectation and probability, consequences. Various types of convergence leading to proofs of the major theorems in classical probability theory. An introduction to simple stochastic processes such as Poisson and branching processes.","Prerequisites: MAT 2371, (MAT 2121 or MAT 2122), (MAT 2141 or MAT 2342).",NA,STAT,3.0,R,PT,NA
MAT 3341,Applied Linear Algebra,0.5,"Vector and matrix norms. Schur canonical form, QR, LU, Cholesky and singular value decomposition, generalized inverses, Jordan form, Cayley-Hamilton theorem, matrix analysis and matrix exponentials, eigenvalue estimation and the Greshgorin Circle Theorem; quadratic forms, Rayleigh and minima principles. The theoretical and numerical aspects will be studied.","Prerequisites: (MAT 1322 or MAT 1325), (MAT 2141 or MAT 2342).",NA,MATH,3.0,R,MT,NA
MAT 3375,Regression Analysis,0.5,"Distribution theory, hypothesis testing and estimation for simple, multiple and non-linear regression. Generalized linear models, logistic and Poisson regression. Analysis of data using statistical software packages.","Prerequisites: MAT 1341, MAT 2371, (MAT 2375 or MAT 2378 or MAT 2379).",NA,STAT,3.0,R,"SM, SP",NA
MAT 3377,Sampling and Surveys,0.5,"An introduction to the design and analysis of surveys. Simple random, stratified, proportional, post-stratified, cluster, and multi-stage sampling. Examples and complete theoretical development. Analysis of data using statistical software packages.",Prerequisite: MAT 2375 or MAT 2377 or MAT 2378 or MAT 2379.,NA,STAT,3.0,R,"SM, SP",NA
MAT 3378,Analysis of Experimental Designs,0.5,"Distribution theory for experimental designs. Experimental designs: Completely randomized, complete and incomplete block designs, Latin squares, split-plot, fractional, factorial and response surface designs. Sample size and power determination. Simultaneous inference. Variance component models. Analysis of data using statistical software packages.","Prerequisites: MAT 1341, MAT 2371, (MAT 2375 or MAT 2378 or MAT 2379).",NA,STAT,3.0,R,SM,NA
MAT 4175,Introduction to Mathematical Statistics,0.5,"Limit theorems. Sampling distributions. Parametric estimation. Concepts of sufficiency and efficiency. Neyman-Pearson paradigm, likelihood ratio tests. Parametric and non-parametric methods for two- sample comparisons. Notions of experimental design, categorical data analysis, the general linear model, decision theory and Bayesian inference. Previously MAT 3175.","Prerequisites: MAT 2375, (MAT 2121 or MAT 2122), (MAT 2141 or MAT 2342).",NA,STAT,4.0,R,ST,NA
NA,NA,1.0,NA,NA,NA,STAT,34.0,E,"SM, ST, SP","Two optional courses from: MAT 3379, MAT 4371, MAT 4374, MAT 4375, MAT 4376, MAT 4377, MAT 4378"
NA,NA,2.5,NA,NA,NA,"MATH, STAT",34.0,E,"MT, SM, ST, SP",Five optional courses in MAT at the 3000 or 4000 level
NA,NA,1.5,NA,NA,NA,OTHR,NA,FE,OT,"Three electives offered by the Faculty of Arts, the Faculty of Education, the Faculty of Law, the Faculty of Social Sciences, or the Telfer School of Management."
NA,NA,6.0,NA,NA,NA,OTHR,NA,FE,OT,NA
